locus_tag	ftype	length_bp	gene	EC_number	COG	product
OAIAJOLK_00549	CDS	675				OmpA family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00550	CDS	366				GIY-YIG nuclease family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00551	CDS	513				asparaginase domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00552	CDS	654				alpha/beta fold hydrolase [Thiopseudomonas alkaliphila]
OAIAJOLK_00553	CDS	1404				ATP-dependent RNA helicase RhlB [Thiopseudomonas alkaliphila]
OAIAJOLK_00554	CDS	876				phosphoribosylaminoimidazolesuccinocarboxamide synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00555	CDS	1071				outer membrane protein assembly factor BamC [Thiopseudomonas alkaliphila]
OAIAJOLK_00556	CDS	879				4-hydroxy-tetrahydrodipicolinate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00557	CDS	561				glycine cleavage system protein R [Thiopseudomonas alkaliphila]
OAIAJOLK_00558	CDS	477				peroxiredoxin [Thiopseudomonas alkaliphila]
OAIAJOLK_00559	CDS	240				sulfurtransferase TusA family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00560	CDS	1437				M48 family metalloprotease [Thiopseudomonas alkaliphila]
OAIAJOLK_00561	CDS	1044				putative sulfate exporter family transporter [Thiopseudomonas alkaliphila]
OAIAJOLK_00562	CDS	1209				multidrug effflux MFS transporter [Thiopseudomonas alkaliphila]
OAIAJOLK_00563	CDS	951				hypothetical protein
OAIAJOLK_00564	CDS	963				hypothetical protein
OAIAJOLK_00565	CDS	618				hemolysin III family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00566	CDS	660				heme-binding beta-barrel domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00567	CDS	1431				cardiolipin synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00568	CDS	423				carboxymuconolactone decarboxylase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00569	CDS	1383				NAD(P)/FAD-dependent oxidoreductase [Thiopseudomonas alkaliphila]
OAIAJOLK_00570	CDS	462				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00571	CDS	360				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00572	CDS	939				adenosylcobinamide-phosphate synthase CbiB [Thiopseudomonas alkaliphila]
OAIAJOLK_00573	CDS	1020				threonine-phosphate decarboxylase CobD [Thiopseudomonas alkaliphila]
OAIAJOLK_00574	CDS	927				cobalamin-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00575	CDS	960				iron ABC transporter permease [Thiopseudomonas alkaliphila]
OAIAJOLK_00576	CDS	765				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00577	CDS	609				cob(I)yrinic acid a,c-diamide adenosyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00578	CDS	1482				cobyric acid synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00579	CDS	714				5,6-dimethylbenzimidazole synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00580	CDS	192				YqaE/Pmp3 family membrane protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00581	CDS	798				PhzF family phenazine biosynthesis protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00582	CDS	753				endonuclease/exonuclease/phosphatase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00583	CDS	921				transcriptional regulator MetR [Thiopseudomonas alkaliphila]
OAIAJOLK_00584	CDS	1005				branched-chain amino acid ABC transporter permease [Thiopseudomonas alkaliphila]
OAIAJOLK_00585	CDS	888				branched-chain amino acid ABC transporter permease [Thiopseudomonas alkaliphila]
OAIAJOLK_00586	CDS	1212				ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00587	CDS	717				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00588	CDS	786				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00589	CDS	1248				OprD family porin [Thiopseudomonas alkaliphila]
OAIAJOLK_00590	CDS	585				peroxidase-related enzyme [Thiopseudomonas alkaliphila]
OAIAJOLK_00591	CDS	1680				AMP-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00592	CDS	1164				isovaleryl-CoA dehydrogenase [Thiopseudomonas alkaliphila]
OAIAJOLK_00593	CDS	1608				methylcrotonoyl-CoA carboxylase [Thiopseudomonas alkaliphila]
OAIAJOLK_00594	CDS	795				gamma-carboxygeranoyl-CoA hydratase [Thiopseudomonas alkaliphila]
OAIAJOLK_00595	CDS	1956				acetyl/propionyl/methylcrotonyl-CoA carboxylase subunit alpha [Thiopseudomonas alkaliphila]
OAIAJOLK_00596	CDS	906				hydroxymethylglutaryl-CoA lyase [Thiopseudomonas alkaliphila]
OAIAJOLK_00597	CDS	696				CoA transferase subunit A [Thiopseudomonas alkaliphila]
OAIAJOLK_00598	CDS	630				CoA transferase subunit B [Thiopseudomonas alkaliphila]
OAIAJOLK_00599	CDS	402				MerR family DNA-binding transcriptional regulator [Thiopseudomonas alkaliphila]
OAIAJOLK_00600	CDS	369				carboxymuconolactone decarboxylase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00601	CDS	582				TIGR01841 family phasin [Thiopseudomonas alkaliphila]
OAIAJOLK_00602	CDS	2535				hypothetical protein
OAIAJOLK_00603	CDS	1317				branched-chain amino acid transport system II carrier protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00604	CDS	888				succinate--CoA ligase subunit alpha [Thiopseudomonas alkaliphila]
OAIAJOLK_00605	CDS	1170				ADP-forming succinate--CoA ligase subunit beta [Thiopseudomonas alkaliphila]
OAIAJOLK_00606	CDS	1437				dihydrolipoyl dehydrogenase [Thiopseudomonas alkaliphila]
OAIAJOLK_00607	CDS	1197				2-oxoglutarate dehydrogenase complex dihydrolipoyllysine-residue succinyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00608	CDS	2838				2-oxoglutarate dehydrogenase E1 component [Thiopseudomonas alkaliphila]
OAIAJOLK_00609	CDS	720				succinate dehydrogenase iron-sulfur subunit [Thiopseudomonas alkaliphila]
OAIAJOLK_00610	CDS	1773				succinate dehydrogenase flavoprotein subunit [Thiopseudomonas alkaliphila]
OAIAJOLK_00611	CDS	369				succinate dehydrogenase, hydrophobic membrane anchor protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00612	CDS	414				succinate dehydrogenase, cytochrome b556 subunit [Thiopseudomonas alkaliphila]
OAIAJOLK_00613	CDS	1284				citrate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00614	CDS	594				START domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00615	CDS	252				YkgJ family cysteine cluster protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00616	CDS	879				NAD(P)-dependent oxidoreductase [Thiopseudomonas alkaliphila]
OAIAJOLK_00617	CDS	666				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00618	CDS	1506				cytochrome-c oxidase, cbb3-type subunit I [Thiopseudomonas alkaliphila]
OAIAJOLK_00619	CDS	612				cytochrome-c oxidase, cbb3-type subunit II [Thiopseudomonas alkaliphila]
OAIAJOLK_00620	CDS	915				cytochrome-c oxidase, cbb3-type subunit III [Thiopseudomonas alkaliphila]
OAIAJOLK_00621	CDS	1410				cytochrome c oxidase accessory protein CcoG [Thiopseudomonas alkaliphila]
OAIAJOLK_00622	CDS	516				FixH family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00623	CDS	2409				heavy metal translocating P-type ATPase [Thiopseudomonas alkaliphila]
OAIAJOLK_00624	CDS	222				cbb3-type cytochrome oxidase assembly protein CcoS [Thiopseudomonas alkaliphila]
OAIAJOLK_00625	CDS	681				sulfite exporter TauE/SafE family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00626	CDS	1263				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00627	CDS	1932				transglycosylase SLT domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00628	CDS	759				sulfate transporter CysZ [Thiopseudomonas alkaliphila]
OAIAJOLK_00629	CDS	948				thioredoxin-disulfide reductase [Thiopseudomonas alkaliphila]
OAIAJOLK_00630	CDS	408				hypothetical protein
OAIAJOLK_00631	CDS	597				NAD(P)H:quinone oxidoreductase [Thiopseudomonas alkaliphila]
OAIAJOLK_00632	CDS	354				arsenate reductase (glutaredoxin) [Thiopseudomonas alkaliphila]
OAIAJOLK_00633	CDS	471				TlpA disulfide reductase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00634	CDS	579				YecA family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00635	CDS	825				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00636	CDS	333				LapA family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00637	CDS	279				integration host factor subunit beta [Thiopseudomonas alkaliphila]
OAIAJOLK_00638	CDS	582				Fe-S biogenesis protein NfuA [Thiopseudomonas alkaliphila]
OAIAJOLK_00639	CDS	678				acireductone synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00640	CDS	552				acireductone dioxygenase [Thiopseudomonas alkaliphila]
OAIAJOLK_00641	CDS	621				methylthioribulose 1-phosphate dehydratase [Thiopseudomonas alkaliphila]
OAIAJOLK_00642	CDS	1191				MFS transporter [Thiopseudomonas alkaliphila]
OAIAJOLK_00643	CDS	1092				chorismate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00644	CDS	567				Smr/MutS family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00645	CDS	1254				NADP-dependent isocitrate dehydrogenase [Thiopseudomonas alkaliphila]
OAIAJOLK_00646	CDS	459				NUDIX hydrolase [Thiopseudomonas alkaliphila]
OAIAJOLK_00647	CDS	681				lytic transglycosylase domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00648	CDS	549				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00649	CDS	1302				glutathionylspermidine synthase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00650	CDS	2220				primosomal protein N' [Thiopseudomonas alkaliphila]
OAIAJOLK_00651	CDS	1743				arginine--tRNA ligase [Thiopseudomonas alkaliphila]
OAIAJOLK_00652	CDS	705				SPOR domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00653	CDS	480				NYN domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00654	CDS	1893				TonB-dependent receptor [Thiopseudomonas alkaliphila]
OAIAJOLK_00655	CDS	207				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00656	CDS	741				adenosylcobinamide-GDP ribazoletransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00657	CDS	570				histidine phosphatase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00658	CDS	1122				nicotinate-nucleotide--dimethylbenzimidazole phosphoribosyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00659	CDS	528				bifunctional adenosylcobinamide kinase/adenosylcobinamide-phosphate guanylyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00660	CDS	1104				bifunctional diaminohydroxyphosphoribosylaminopyrimidine deaminase/5-amino-6-(5-phosphoribosylamino)uracil reductase RibD [Thiopseudomonas alkaliphila]
OAIAJOLK_00661	CDS	465				transcriptional regulator NrdR [Thiopseudomonas alkaliphila]
OAIAJOLK_00662	CDS	657				50S ribosomal protein L11 methyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00663	CDS	1335				tRNA (N6-isopentenyl adenosine(37)-C2)-methylthiotransferase MiaB [Thiopseudomonas alkaliphila]
OAIAJOLK_00664	CDS	432				GFA family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00665	CDS	153				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00666	CDS	2136				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00667	CDS	4002				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00668	CDS	648				glutathione S-transferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00669	tRNA	76				tRNA-Gly(gcc)
OAIAJOLK_00670	tRNA	76				tRNA-Glu(ttc)
OAIAJOLK_00671	CDS	414				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00672	CDS	1176				acetyl-CoA C-acyltransferase FadA [Thiopseudomonas alkaliphila]
OAIAJOLK_00673	CDS	2148				fatty acid oxidation complex subunit alpha FadB [Thiopseudomonas alkaliphila]
OAIAJOLK_00674	CDS	456				universal stress protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00675	CDS	1764				gamma-glutamyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00676	CDS	1995				choline BCCT transporter BetT [Thiopseudomonas alkaliphila]
OAIAJOLK_00677	CDS	1929				ATP-binding cassette domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00678	CDS	918				DMT family transporter [Thiopseudomonas alkaliphila]
OAIAJOLK_00679	CDS	429				thioesterase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00680	CDS	1356				aminodeoxychorismate synthase component I [Thiopseudomonas alkaliphila]
OAIAJOLK_00681	CDS	1116				cell division protein ZapE [Thiopseudomonas alkaliphila]
OAIAJOLK_00682	CDS	789				hydroxyacylglutathione hydrolase [Thiopseudomonas alkaliphila]
OAIAJOLK_00683	CDS	1566				LysM peptidoglycan-binding domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00684	CDS	1839				extracellular solute-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00685	CDS	1833				extracellular solute-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00686	CDS	1089				microcin C ABC transporter permease YejB [Thiopseudomonas alkaliphila]
OAIAJOLK_00687	CDS	1020				ABC transporter permease [Thiopseudomonas alkaliphila]
OAIAJOLK_00688	CDS	1617				ABC transporter ATP-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00689	CDS	795				enoyl-ACP reductase FabI [Thiopseudomonas alkaliphila]
OAIAJOLK_00690	CDS	588				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00691	CDS	2061				catalase [Thiopseudomonas alkaliphila]
OAIAJOLK_00692	CDS	1074				3-deoxy-7-phosphoheptulonate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00693	CDS	993				sulfate ABC transporter substrate-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00694	CDS	1119				tRNA 2-thiouridine(34) synthase MnmA [Thiopseudomonas alkaliphila]
OAIAJOLK_00695	CDS	621				high frequency lysogenization protein HflD [Thiopseudomonas alkaliphila]
OAIAJOLK_00696	CDS	855				DMT family transporter [Thiopseudomonas alkaliphila]
OAIAJOLK_00697	CDS	1371				adenylosuccinate lyase [Thiopseudomonas alkaliphila]
OAIAJOLK_00698	CDS	1182				cupin domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00699	CDS	429				GNAT family N-acetyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00700	CDS	342				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00701	CDS	1605				isocitrate lyase [Thiopseudomonas alkaliphila]
OAIAJOLK_00702	CDS	801				tRNA cyclic N6-threonylcarbamoyladenosine(37) synthase TcdA [Thiopseudomonas alkaliphila]
OAIAJOLK_00703	CDS	288				hypothetical protein
OAIAJOLK_00704	CDS	822				methyltransferase domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00705	CDS	369				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00706	CDS	3897				phosphoribosylformylglycinamidine synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00707	CDS	1440				membrane-bound lytic murein transglycosylase MltF [Thiopseudomonas alkaliphila]
OAIAJOLK_00708	CDS	816				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00709	CDS	2370				phosphoenolpyruvate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00710	CDS	819				kinase/pyrophosphorylase [Thiopseudomonas alkaliphila]
OAIAJOLK_00711	CDS	150				lmo0937 family membrane protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00712	CDS	621				trimeric intracellular cation channel family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00713	CDS	1302				tryptophan 7-halogenase [Thiopseudomonas alkaliphila]
OAIAJOLK_00714	CDS	1326				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00715	CDS	1122				quinohemoprotein amine dehydrogenase subunit beta [Thiopseudomonas alkaliphila]
OAIAJOLK_00716	CDS	324				quinohemoprotein amine dehydrogenase subunit gamma [Thiopseudomonas alkaliphila]
OAIAJOLK_00717	CDS	1434				quinohemoprotein amine dehydrogenase maturation protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00718	CDS	1584				quinohemoprotein amine dehydrogenase subunit alpha [Thiopseudomonas alkaliphila]
OAIAJOLK_00719	CDS	1134				betaine-aldehyde dehydrogenase [Thiopseudomonas alkaliphila]
OAIAJOLK_00720	CDS	1281				bifunctional tetrahydrofolate synthase/dihydrofolate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00721	CDS	918				acetyl-CoA carboxylase, carboxyltransferase subunit beta [Thiopseudomonas alkaliphila]
OAIAJOLK_00722	CDS	624				phosphoribosylanthranilate isomerase [Thiopseudomonas alkaliphila]
OAIAJOLK_00723	CDS	888				tRNA pseudouridine(38-40) synthase TruA [Thiopseudomonas alkaliphila]
OAIAJOLK_00724	CDS	1083				TIGR00730 family Rossman fold protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00725	CDS	744				carboxy-S-adenosyl-L-methionine synthase CmoA [Thiopseudomonas alkaliphila]
OAIAJOLK_00726	CDS	957				tRNA 5-methoxyuridine(34)/uridine 5-oxyacetic acid(34) synthase CmoB [Thiopseudomonas alkaliphila]
OAIAJOLK_00727	rRNA	110				5S ribosomal RNA
OAIAJOLK_00728	rRNA	2889				23S ribosomal RNA
OAIAJOLK_00729	tRNA	76				tRNA-Ala(tgc)
OAIAJOLK_00730	tRNA	77				tRNA-Ile(gat)
OAIAJOLK_00731	rRNA	1541				16S ribosomal RNA
OAIAJOLK_00732	CDS	858				CDP-diacylglycerol--serine O-phosphatidyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00733	CDS	1017				ketol-acid reductoisomerase [Thiopseudomonas alkaliphila]
OAIAJOLK_00734	CDS	492				acetolactate synthase small subunit [Thiopseudomonas alkaliphila]
OAIAJOLK_00735	CDS	1725				acetolactate synthase 3 large subunit [Thiopseudomonas alkaliphila]
OAIAJOLK_00736	CDS	1347				metalloprotease PmbA [Thiopseudomonas alkaliphila]
OAIAJOLK_00737	CDS	528				hypothetical protein
OAIAJOLK_00738	CDS	1443				metalloprotease TldD [Thiopseudomonas alkaliphila]
OAIAJOLK_00739	CDS	807				carbon-nitrogen hydrolase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00740	CDS	606				2'-5' RNA ligase family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00741	CDS	504				phosphate-starvation-inducible PsiE family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00742	CDS	270				YebG family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00743	CDS	333				hypothetical protein
OAIAJOLK_00744	CDS	1095				tRNA (uridine(54)-C5)-methyltransferase TrmA [Thiopseudomonas alkaliphila]
OAIAJOLK_00745	CDS	879				16S rRNA (cytidine(1402)-2'-O)-methyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00746	CDS	1734				penicillin-binding protein activator [Thiopseudomonas alkaliphila]
OAIAJOLK_00747	CDS	372				YraN family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00748	CDS	588				phosphoheptose isomerase [Thiopseudomonas alkaliphila]
OAIAJOLK_00749	CDS	528				BON domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00750	CDS	315				AzlD domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00751	CDS	693				AzlC family ABC transporter permease [Thiopseudomonas alkaliphila]
OAIAJOLK_00752	CDS	354				50S ribosomal protein L19 [Thiopseudomonas alkaliphila]
OAIAJOLK_00753	CDS	744				tRNA (guanosine(37)-N1)-methyltransferase TrmD [Thiopseudomonas alkaliphila]
OAIAJOLK_00754	CDS	534				ribosome maturation factor RimM [Thiopseudomonas alkaliphila]
OAIAJOLK_00755	CDS	258				30S ribosomal protein S16 [Thiopseudomonas alkaliphila]
OAIAJOLK_00756	CDS	1377				signal recognition particle protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00757	CDS	585				Maf family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00758	CDS	981				signal peptide peptidase SppA [Thiopseudomonas alkaliphila]
OAIAJOLK_00759	CDS	681				HAD-IA family hydrolase [Thiopseudomonas alkaliphila]
OAIAJOLK_00760	CDS	990				23S rRNA pseudouridine(955/2504/2580) synthase RluC [Thiopseudomonas alkaliphila]
OAIAJOLK_00761	CDS	3117				ribonuclease E [Thiopseudomonas alkaliphila]
OAIAJOLK_00762	CDS	2037				NADPH-dependent 2,4-dienoyl-CoA reductase [Thiopseudomonas alkaliphila]
OAIAJOLK_00763	CDS	1092				AraC family transcriptional regulator [Thiopseudomonas alkaliphila]
OAIAJOLK_00764	CDS	924				FecR domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00765	CDS	498				RNA polymerase sigma factor [Thiopseudomonas alkaliphila]
OAIAJOLK_00766	CDS	318				YbaN family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00767	CDS	573				biliverdin-producing heme oxygenase [Thiopseudomonas alkaliphila]
OAIAJOLK_00768	CDS	2565				TonB-dependent hemoglobin/transferrin/lactoferrin family receptor [Thiopseudomonas alkaliphila]
OAIAJOLK_00769	CDS	1470				ribosome biogenesis GTPase Der [Thiopseudomonas alkaliphila]
OAIAJOLK_00770	CDS	1143				outer membrane protein assembly factor BamB [Thiopseudomonas alkaliphila]
OAIAJOLK_00771	CDS	651				tetratricopeptide repeat protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00772	CDS	1290				histidine--tRNA ligase [Thiopseudomonas alkaliphila]
OAIAJOLK_00773	CDS	1113				flavodoxin-dependent (E)-4-hydroxy-3-methylbut-2-enyl-diphosphate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00774	CDS	951				hypothetical protein
OAIAJOLK_00775	CDS	762				type IV pilus biogenesis/stability protein PilW [Thiopseudomonas alkaliphila]
OAIAJOLK_00776	CDS	1134				23S rRNA (adenine(2503)-C(2))-methyltransferase RlmN [Thiopseudomonas alkaliphila]
OAIAJOLK_00777	CDS	432				nucleoside-diphosphate kinase [Thiopseudomonas alkaliphila]
OAIAJOLK_00778	CDS	201				Fe-S cluster assembly protein IscX [Thiopseudomonas alkaliphila]
OAIAJOLK_00779	CDS	339				ISC system 2Fe-2S type ferredoxin [Thiopseudomonas alkaliphila]
OAIAJOLK_00780	CDS	1875				Fe-S protein assembly chaperone HscA [Thiopseudomonas alkaliphila]
OAIAJOLK_00781	CDS	525				co-chaperone HscB [Thiopseudomonas alkaliphila]
OAIAJOLK_00782	CDS	324				iron-sulfur cluster assembly protein IscA [Thiopseudomonas alkaliphila]
OAIAJOLK_00783	CDS	387				Fe-S cluster assembly scaffold IscU [Thiopseudomonas alkaliphila]
OAIAJOLK_00784	CDS	1215				IscS subfamily cysteine desulfurase [Thiopseudomonas alkaliphila]
OAIAJOLK_00785	CDS	516				Fe-S cluster assembly transcriptional regulator IscR [Thiopseudomonas alkaliphila]
OAIAJOLK_00786	CDS	795				serine O-acetyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00787	CDS	792				RNA methyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00788	CDS	810				amidohydrolase [Thiopseudomonas alkaliphila]
OAIAJOLK_00789	CDS	1155				pyridoxal phosphate-dependent aminotransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00790	CDS	678				response regulator [Thiopseudomonas alkaliphila]
OAIAJOLK_00791	CDS	1380				ATP-binding protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00792	CDS	513				SprT-like domain-containing protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00793	CDS	762				M48 family metalloprotease [Thiopseudomonas alkaliphila]
OAIAJOLK_00794	CDS	183				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00795	CDS	2112				polyribonucleotide nucleotidyltransferase [Thiopseudomonas alkaliphila]
OAIAJOLK_00796	CDS	270				30S ribosomal protein S15 [Thiopseudomonas alkaliphila]
OAIAJOLK_00797	CDS	927				tRNA pseudouridine(55) synthase TruB [Thiopseudomonas alkaliphila]
OAIAJOLK_00798	CDS	387				30S ribosome-binding factor RbfA [Thiopseudomonas alkaliphila]
OAIAJOLK_00799	CDS	2565				translation initiation factor IF-2 [Thiopseudomonas alkaliphila]
OAIAJOLK_00800	CDS	1482				transcription termination factor NusA [Thiopseudomonas alkaliphila]
OAIAJOLK_00801	CDS	459				ribosome maturation factor RimP [Thiopseudomonas alkaliphila]
OAIAJOLK_00802	tRNA	86				tRNA-Leu(gag)
OAIAJOLK_00803	CDS	366				preprotein translocase subunit SecG [Thiopseudomonas alkaliphila]
OAIAJOLK_00804	CDS	759				triose-phosphate isomerase [Thiopseudomonas alkaliphila]
OAIAJOLK_00805	CDS	1344				phosphoglucosamine mutase [Thiopseudomonas alkaliphila]
OAIAJOLK_00806	CDS	843				dihydropteroate synthase [Thiopseudomonas alkaliphila]
OAIAJOLK_00807	CDS	1929				ATP-dependent zinc metalloprotease FtsH [Thiopseudomonas alkaliphila]
OAIAJOLK_00808	CDS	624				23S rRNA (uridine(2552)-2'-O)-methyltransferase RlmE [Thiopseudomonas alkaliphila]
OAIAJOLK_00809	CDS	312				ribosome assembly RNA-binding protein YhbY [Thiopseudomonas alkaliphila]
OAIAJOLK_00810	CDS	465				hypothetical protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00811	CDS	477				transcription elongation factor GreA [Thiopseudomonas alkaliphila]
OAIAJOLK_00812	CDS	3222				carbamoyl-phosphate synthase large subunit [Thiopseudomonas alkaliphila]
OAIAJOLK_00813	CDS	672				leucine efflux protein LeuE [Thiopseudomonas alkaliphila]
OAIAJOLK_00814	CDS	1131				glutamine-hydrolyzing carbamoyl-phosphate synthase small subunit [Thiopseudomonas alkaliphila]
OAIAJOLK_00815	CDS	804				4-hydroxy-tetrahydrodipicolinate reductase [Thiopseudomonas alkaliphila]
OAIAJOLK_00816	CDS	1128				molecular chaperone DnaJ [Thiopseudomonas alkaliphila]
OAIAJOLK_00817	CDS	1917				molecular chaperone DnaK [Thiopseudomonas alkaliphila]
OAIAJOLK_00818	CDS	558				nucleotide exchange factor GrpE [Thiopseudomonas alkaliphila]
OAIAJOLK_00819	CDS	1692				DNA repair protein RecN [Thiopseudomonas alkaliphila]
OAIAJOLK_00820	CDS	3825				YhdP family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00821	CDS	1458				ribonuclease G [Thiopseudomonas alkaliphila]
OAIAJOLK_00822	CDS	591				Maf family protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00823	CDS	471				rod shape-determining protein MreD [Thiopseudomonas alkaliphila]
OAIAJOLK_00824	CDS	864				rod shape-determining protein MreC [Thiopseudomonas alkaliphila]
OAIAJOLK_00825	CDS	1044				rod shape-determining protein [Thiopseudomonas alkaliphila]
OAIAJOLK_00826	CDS	288				Asp-tRNA(Asn)/Glu-tRNA(Gln) amidotransferase subunit GatC [Thiopseudomonas alkaliphila]
